label,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41,coord_42,coord_43,coord_44,coord_45,coord_46,coord_47,coord_48,coord_49,coord_50,coord_51,coord_52,coord_53,coord_54,coord_55,coord_56,coord_57,coord_58,coord_59,coord_60,coord_61,coord_62
A,0.716322124004364,0.607863187789917,-7.661255949642509e-07,0.6491923928260803,0.6003034114837646,-0.02445588819682598,0.5943898558616638,0.5222248435020447,-0.032623838633298874,0.5767708420753479,0.43868640065193176,-0.04044666513800621,0.5781413316726685,0.3796548545360565,-0.043565522879362106,0.6228089928627014,0.43663308024406433,-0.013945055194199085,0.6155892014503479,0.38098785281181335,-0.05011672526597977,0.626681387424469,0.4506337344646454,-0.06543262302875519,0.6307216286659241,0.47811374068260193,-0.07105576246976852,0.670094907283783,0.43579840660095215,-0.017731590196490288,0.6686690449714661,0.390134334564209,-0.05500846356153488,0.6714475154876709,0.4737023115158081,-0.05881058797240257,0.6700045466423035,0.49003222584724426,-0.05355700105428696,0.7145406603813171,0.44360193610191345,-0.027923358604311943,0.7166805267333984,0.40482184290885925,-0.06532492488622665,0.7152948379516602,0.48378100991249084,-0.05253461375832558,0.71089768409729,0.4982457160949707,-0.03609717637300491,0.7591952085494995,0.4537466764450073,-0.040440868586301804,0.7573348879814148,0.42034831643104553,-0.060503579676151276,0.7543577551841736,0.48108819127082825,-0.046956874430179596,0.7505438923835754,0.5013959407806396,-0.03258289769291878
A,0.7055709362030029,0.6396349668502808,-6.77024502238055e-07,0.6382476687431335,0.6327870488166809,-0.026286648586392403,0.5866640210151672,0.5497560501098633,-0.03282856568694115,0.571774959564209,0.46242856979370117,-0.038619063794612885,0.5697336196899414,0.4040102958679199,-0.03786899521946907,0.6151219606399536,0.46750012040138245,-0.006821162533015013,0.6099066734313965,0.40603846311569214,-0.04324885085225105,0.6239005923271179,0.4802837669849396,-0.056258514523506165,0.6280954480171204,0.5054870843887329,-0.05880853161215782,0.6614733338356018,0.46303075551986694,-0.008829502388834953,0.6630468368530273,0.4116082191467285,-0.04602387920022011,0.6690281629562378,0.4973883330821991,-0.047565046697854996,0.6671267151832581,0.5107935070991516,-0.03871932625770569,0.7044044733047485,0.4663030207157135,-0.018661029636859894,0.7104704976081848,0.42302995920181274,-0.05767928436398506,0.7106678485870361,0.5058510899543762,-0.04301244765520096,0.7066026926040649,0.5200774073600769,-0.022959470748901367,0.7494454383850098,0.4742160141468048,-0.030986739322543144,0.7539981007575989,0.43613290786743164,-0.051077328622341156,0.751720130443573,0.4978843331336975,-0.03703462705016136,0.7480602264404297,0.5163483023643494,-0.02100442163646221
A,0.7114695906639099,0.6497427225112915,-6.826774665569246e-07,0.6397458910942078,0.6460496783256531,-0.028718173503875732,0.5832857489585876,0.5591071844100952,-0.035138536244630814,0.565069854259491,0.46509474515914917,-0.04011904448270798,0.5675973296165466,0.40144094824790955,-0.03775322437286377,0.6117101907730103,0.47763487696647644,-0.006613508332520723,0.6066551804542542,0.4105713367462158,-0.04300764575600624,0.6209321022033691,0.48808878660202026,-0.05393971875309944,0.6257602572441101,0.5108500123023987,-0.05489760637283325,0.6599058508872986,0.47297462821006775,-0.006129085086286068,0.6619743704795837,0.41960686445236206,-0.042609263211488724,0.666812002658844,0.5105605125427246,-0.041805945336818695,0.6646906733512878,0.5179170370101929,-0.031352393329143524,0.7056007385253906,0.47482430934906006,-0.013959242962300777,0.7092310190200806,0.4310019612312317,-0.05370912700891495,0.7088120579719543,0.5173671841621399,-0.03752049431204796,0.705989420413971,0.5265226364135742,-0.01617693156003952,0.7522614002227783,0.47914862632751465,-0.02430899441242218,0.7525995969772339,0.4427432715892792,-0.04409073665738106,0.7499858736991882,0.5083209276199341,-0.029154950752854347,0.748136043548584,0.5258632898330688,-0.012446127831935883
A,0.7156966924667358,0.6571054458618164,-7.061082669679308e-07,0.6435440182685852,0.6461855173110962,-0.0271579809486866,0.584991991519928,0.5570390224456787,-0.03227373957633972,0.5607783198356628,0.4636872708797455,-0.036912839859724045,0.5598310232162476,0.397603839635849,-0.03445742279291153,0.6130974888801575,0.4759390950202942,-0.00021456257672980428,0.6056200265884399,0.4114915132522583,-0.036556605249643326,0.6208648085594177,0.48994526267051697,-0.047926049679517746,0.6269559264183044,0.5123207569122314,-0.04919459670782089,0.6613561511039734,0.47208186984062195,-0.0008527000318281353,0.6596983671188354,0.41914844512939453,-0.03789948672056198,0.664572536945343,0.511368989944458,-0.038149990141391754,0.6637095212936401,0.5194976329803467,-0.027955809608101845,0.7072269916534424,0.4744255244731903,-0.010130241513252258,0.7082207202911377,0.4305662512779236,-0.05085418000817299,0.7071856260299683,0.5176457762718201,-0.0359254814684391,0.7050886750221252,0.5274097919464111,-0.01477633323520422,0.7544310092926025,0.4790526032447815,-0.02178245596587658,0.752670168876648,0.4415530562400818,-0.041962187737226486,0.7488820552825928,0.508852481842041,-0.027237912639975548,0.7474609613418579,0.5290884971618652,-0.010282746516168118
A,0.7189194560050964,0.6569327712059021,-7.37199911782227e-07,0.6443517208099365,0.6513850688934326,-0.02654954046010971,0.5828951597213745,0.5607314109802246,-0.031456612050533295,0.5602936744689941,0.46238604187965393,-0.036024078726768494,0.5615256428718567,0.3952276110649109,-0.03352034091949463,0.6120880842208862,0.4769459664821625,-0.0009392047650180757,0.6043566465377808,0.40971603989601135,-0.038653068244457245,0.618660032749176,0.49000272154808044,-0.05053876340389252,0.6255728006362915,0.5150161981582642,-0.05180680379271507,0.6604995131492615,0.47251492738723755,-0.001672691898420453,0.6583932042121887,0.4185411334037781,-0.04006759077310562,0.6639094352722168,0.5131816267967224,-0.03991835191845894,0.6643952131271362,0.522545576095581,-0.02920731157064438,0.7062729001045227,0.47341710329055786,-0.011113345623016357,0.7068806886672974,0.4288673400878906,-0.05288790911436081,0.7073687314987183,0.5185939073562622,-0.03679624944925308,0.7069395780563354,0.5299578905105591,-0.014703509397804737,0.7535942792892456,0.4755546450614929,-0.022900907322764397,0.7510037422180176,0.43784162402153015,-0.04324725270271301,0.7494420409202576,0.5065267086029053,-0.027962617576122284,0.7502239346504211,0.5268325805664062,-0.010666589252650738
A,0.7186476588249207,0.6574938893318176,-7.483492936444236e-07,0.6464231610298157,0.6531851291656494,-0.02794860117137432,0.5836513042449951,0.563216507434845,-0.03327634558081627,0.5613632798194885,0.46448594331741333,-0.03771713003516197,0.5633548498153687,0.39759477972984314,-0.03489762544631958,0.6117410659790039,0.4742954671382904,-0.005086218472570181,0.6022015810012817,0.4094575047492981,-0.04362589865922928,0.6167064905166626,0.49042829871177673,-0.05548954755067825,0.6246662735939026,0.5133978128433228,-0.05684348940849304,0.6608289480209351,0.47043469548225403,-0.005490753334015608,0.6568402051925659,0.41703924536705017,-0.0454559288918972,0.6621992588043213,0.5133281946182251,-0.04512573778629303,0.6637396812438965,0.5215475559234619,-0.03393988311290741,0.7070586681365967,0.47200727462768555,-0.014535211957991123,0.7067534327507019,0.42911088466644287,-0.0572139248251915,0.7062686681747437,0.5200900435447693,-0.04086991772055626,0.706243634223938,0.5297921299934387,-0.018476374447345734,0.7544507384300232,0.4748353064060211,-0.026032768189907074,0.7511667609214783,0.4378112852573395,-0.046963881701231,0.7483315467834473,0.5074246525764465,-0.031685229390859604,0.74916672706604,0.5270054340362549,-0.014262698590755463
A,0.703178882598877,0.6602839827537537,-7.114124400686705e-07,0.6306660175323486,0.654239296913147,-0.020883014425635338,0.569553554058075,0.5675544142723083,-0.024660255759954453,0.5533591508865356,0.4803859293460846,-0.029012953862547874,0.557427167892456,0.42693963646888733,-0.02724623680114746,0.5982397794723511,0.47546011209487915,-0.0011391370790079236,0.5913059711456299,0.4151815176010132,-0.0360366515815258,0.602511465549469,0.4949685335159302,-0.04911382868885994,0.6056047081947327,0.5204921364784241,-0.05223109573125839,0.6455277800559998,0.4732309579849243,-0.004874956328421831,0.6433584690093994,0.4248846173286438,-0.04126979410648346,0.6475194692611694,0.5139374732971191,-0.04298931732773781,0.6467454433441162,0.5271239280700684,-0.034434858709573746,0.6902180314064026,0.47774142026901245,-0.0159097108989954,0.6896283030509949,0.438188761472702,-0.05291067436337471,0.6920484304428101,0.5236508250236511,-0.03645207732915878,0.6905801296234131,0.5388638973236084,-0.015886567533016205,0.7352491617202759,0.4838704466819763,-0.02906404249370098,0.7311401963233948,0.44909170269966125,-0.04527172073721886,0.7307435274124146,0.5173074007034302,-0.02809169888496399,0.7298979163169861,0.5379213094711304,-0.010616801679134369
A,0.6991191506385803,0.6585215926170349,-7.206856480479473e-07,0.6291577816009521,0.6519641876220703,-0.021319853141903877,0.5708225965499878,0.56802898645401,-0.024925241246819496,0.553672194480896,0.48325106501579285,-0.028531091287732124,0.5535958409309387,0.43375247716903687,-0.02580191008746624,0.5971100926399231,0.47598013281822205,-0.003075636690482497,0.5904390811920166,0.41714930534362793,-0.036670807749032974,0.6029914021492004,0.4961663484573364,-0.04753831773996353,0.607427179813385,0.5185938477516174,-0.04935014992952347,0.6447540521621704,0.47453999519348145,-0.00615335488691926,0.6435597538948059,0.42559975385665894,-0.04290657117962837,0.6472066640853882,0.5143679976463318,-0.043780360370874405,0.6465697288513184,0.5263423323631287,-0.03441581875085831,0.6896116137504578,0.47855907678604126,-0.016312580555677414,0.6909054517745972,0.43932807445526123,-0.05398515611886978,0.6913449764251709,0.5235544443130493,-0.038373835384845734,0.6891891360282898,0.5365448594093323,-0.018172016367316246,0.7348363399505615,0.48329228162765503,-0.02845573052763939,0.7327123880386353,0.4509033262729645,-0.045598071068525314,0.7307885885238647,0.5184704661369324,-0.029937932267785072,0.7293471693992615,0.537498950958252,-0.013420531526207924
A,0.6986005902290344,0.6559596061706543,-7.052065598145418e-07,0.6290754675865173,0.6503746509552002,-0.02246265858411789,0.5710986852645874,0.5665661692619324,-0.026160841807723045,0.5536715984344482,0.48250001668930054,-0.029423141852021217,0.553582489490509,0.43303167819976807,-0.02613162435591221,0.5957294702529907,0.4744236171245575,-0.003143860260024667,0.5897988677024841,0.41669580340385437,-0.03633231669664383,0.6027839183807373,0.49612465500831604,-0.046938344836235046,0.606898844242096,0.5173377394676208,-0.04867174103856087,0.643690824508667,0.4725338816642761,-0.00530580896884203,0.6434924006462097,0.4257954955101013,-0.041768647730350494,0.6472928524017334,0.5136642456054688,-0.04261187091469765,0.6465601921081543,0.5244203209877014,-0.033179283142089844,0.6889005899429321,0.47667601704597473,-0.01464814879000187,0.6907392740249634,0.4399084150791168,-0.05210989713668823,0.6913180947303772,0.5232215523719788,-0.03671286627650261,0.6890175938606262,0.5343508124351501,-0.016640644520521164,0.734075665473938,0.4812536835670471,-0.026045773178339005,0.732089102268219,0.45155781507492065,-0.042916834354400635,0.7303074598312378,0.5189988017082214,-0.027520688250660896,0.7288391590118408,0.5360703468322754,-0.011193588376045227
A,0.6955892443656921,0.6554895639419556,-7.010007720964495e-07,0.6271481513977051,0.6484479308128357,-0.022560324519872665,0.5706729888916016,0.5662581920623779,-0.026957618072628975,0.554172933101654,0.482677698135376,-0.030915332958102226,0.5556857585906982,0.43270087242126465,-0.028492750599980354,0.5959944128990173,0.47323617339134216,-0.003904297947883606,0.590369462966919,0.4162330627441406,-0.03717723861336708,0.6031574606895447,0.4951320290565491,-0.0479789637029171,0.607003390789032,0.517145037651062,-0.04982753470540047,0.6439219117164612,0.471659779548645,-0.006284225732088089,0.6437504291534424,0.4258933961391449,-0.042818114161491394,0.6472689509391785,0.5132552981376648,-0.04411083087325096,0.6457931399345398,0.5247248411178589,-0.03502281755208969,0.689235508441925,0.47645723819732666,-0.015713954344391823,0.690697968006134,0.4403558373451233,-0.05321632698178291,0.6910412311553955,0.5229033827781677,-0.038223233073949814,0.6879982948303223,0.5342106819152832,-0.018427081406116486,0.7344123125076294,0.4825398623943329,-0.02716049738228321,0.7319207787513733,0.45299074053764343,-0.044404640793800354,0.7299029231071472,0.5197368264198303,-0.029203295707702637,0.7280842065811157,0.5369483828544617,-0.012911226600408554
